Doctor ID,Doctor Name,Education,Speciality,Experience,Adress,Location,,,,,,,,,,,,,,,,,,,,,
3384,Assoc. Prof. Dr. Israt Jahan Ila,"['MBBS', 'FCPS']",GYNECOLOGIST & OBSTETRICIAN,23,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3384,Assoc. Prof. Dr. Israt Jahan Ila,"['MBBS', 'FCPS']",INFERTILITY SPECIALIST,23,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3385,Dr. Khondkar Abul Basar,"['MBBS', 'BCS', 'FCPS', 'FCPS']",GASTROENTEROLOGIST,18,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3385,Dr. Khondkar Abul Basar,"['MBBS', 'BCS', 'FCPS', 'FCPS']",HEPATOLOGIST,18,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3385,Dr. Khondkar Abul Basar,"['MBBS', 'BCS', 'FCPS', 'FCPS']",MEDICINE SPECIALIST,18,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3386,Assoc. Prof. Dr. Md. Abul Kalam Azad,"['MBBS', 'DLO']",OTOLARYNGOLOGISTS (ENT),23,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3387,Asst. Prof. Dr. Gajendra Nath Mahato Sajal,"['MBBS', 'MS']",PEDIATRIC NEUROLOGIST,18,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3388,Assoc. Prof. Dr. Ruma Parveen,"['MBBS', 'DCH', 'FCPS']",PEDIATRICIAN & NEONATOLOGIST,21,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3389,Dr. AHM Mustafa Kamal,"['MBBS', 'BCS', 'MS']",UROLOGIST,14,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3390,Asst. Prof. Dr. Md. Zobayed Hasan,"['MBBS', 'MRCS', 'MS']",VASCULAR SURGEON,18,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3390,Asst. Prof. Dr. Md. Zobayed Hasan,"['MBBS', 'MRCS', 'MS']",THORACIC SURGEON,18,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3390,Asst. Prof. Dr. Md. Zobayed Hasan,"['MBBS', 'MRCS', 'MS']",CARDIAC SURGEON,18,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3391,Dr. Imrul Hasan Warsi,"['MBBS', 'MPH', 'PRSA FELLOWSHIP (UK)']",PLASTIC SURGEON,15,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3392,Assoc. Prof. Dr. Shahana Akhter,"['MBBS', 'FCPS']",GENERAL SURGEON,20,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3392,Assoc. Prof. Dr. Shahana Akhter,"['MBBS', 'FCPS']",LAPAROSCOPIC SURGEON,20,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3393,Prof. Dr. SM Kamrul Akhtar Sanju,"['MBBS', 'FCPS', 'MRCS (EDIN', ' ENGLAND)', 'FMAS (INDIA)', 'FACS (USA)']",SURGEON,27,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3394,Asst. Prof. Dr. Md. Mozammel Haque,"['MBBS', 'D-CARD', 'MD']",CARDIOLOGIST,19,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3394,Asst. Prof. Dr. Md. Mozammel Haque,"['MBBS', 'D-CARD', 'MD']",MEDICINE SPECIALIST,19,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3394,Asst. Prof. Dr. Md. Mozammel Haque,"['MBBS', 'D-CARD', 'MD']",RHEUMATOLOGIST,19,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3395,Dr. Tanjina Akhtar,"['MBBS', 'BCS', 'FCPS', 'MCPS', 'MACP']",CHEST SPECIALIST,15,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3395,Dr. Tanjina Akhtar,"['MBBS', 'BCS', 'FCPS', 'MCPS', 'MACP']",DIABETES SPECIALIST,15,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3395,Dr. Tanjina Akhtar,"['MBBS', 'BCS', 'FCPS', 'MCPS', 'MACP']",MEDICINE SPECIALIST,15,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3396,Dr. M Rahman,"['MBBS', 'MCPS', 'FCPS', 'MD', 'DSM (GASTRO)', 'FAMS (AUSTRIA)', 'IHM (MED', ' IRAN)', 'FGH (ENGLAND)']",GASTROENTEROLOGIST,20,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3396,Dr. M Rahman,"['MBBS', 'MCPS', 'FCPS', 'MD', 'DSM (GASTRO)', 'FAMS (AUSTRIA)', 'IHM (MED', ' IRAN)', 'FGH (ENGLAND)']",HEPATOLOGIST,20,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3396,Dr. M Rahman,"['MBBS', 'MCPS', 'FCPS', 'MD', 'DSM (GASTRO)', 'FAMS (AUSTRIA)', 'IHM (MED', ' IRAN)', 'FGH (ENGLAND)']",MEDICINE SPECIALIST,20,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3397,Asst. Prof. Dr. Dewan M Hasan,"['MBBS', 'DLO']",OTOLARYNGOLOGISTS (ENT),19,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3398,Asst. Prof. Dr. Provat Kumar Sarkar,"['MBBS', 'BCS', 'MCPS', 'MD']",NEUROLOGIST,18,Popular Diagnostic Centre Ltd. | Shyamoli,Dhaka,,,,,,,,,,,,,,,,,,,,,
3399,Dr. S M Masidul Alam,"['MBBS', 'BCS', 'DLO', 'FCPS']",OTOLARYNGOLOGISTS (ENT),15,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3400,Dr. Minhajul Houqe Polas,"['MBBS', 'MPH', 'DDV']",DERMATOLOGIST,16,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3401,Asst. Prof. Dr. Gogendro Nath Mahato,"['MBBS', 'MS']",PEDIATRIC SURGEON,18,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3402,Dr. Md. Shahed Kamal,"['MBBS', 'BCS', 'FCPS']",GENERAL SURGEON,17,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3402,Dr. Md. Shahed Kamal,"['MBBS', 'BCS', 'FCPS']",VASCULAR SURGEON,17,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3403,Assoc. Prof. Dr. Nilima Jahan,"['MBBS', 'FCPS']",GENERAL SURGEON,20,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3403,Assoc. Prof. Dr. Nilima Jahan,"['MBBS', 'FCPS']",LAPAROSCOPIC SURGEON,20,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3404,Dr. Rashed Ahmed Khan Lodi,"['MBBS', 'MCPS', 'FCPS']",COLORECTAL & LAPAROSCOPIC SURGEON,17,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3404,Dr. Rashed Ahmed Khan Lodi,"['MBBS', 'MCPS', 'FCPS']",GENERAL SURGEON,17,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3405,Dr. Farhana Farul,"['MBBS', 'BCS', 'FCPS', 'MACP', 'CCD']",DIABETES SPECIALIST,15,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3405,Dr. Farhana Farul,"['MBBS', 'BCS', 'FCPS', 'MACP', 'CCD']",MEDICINE SPECIALIST,15,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3406,Dr. Khondoker Abul Basar,"['MBBS', 'BCS', 'FCPS', 'FCPS']",HEPATOLOGIST,15,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3406,Dr. Khondoker Abul Basar,"['MBBS', 'BCS', 'FCPS', 'FCPS']",MEDICINE SPECIALIST,15,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3407,Dr. Najiya Sultana Daisy,"['MBBS', 'BCS', 'FCPS']",GYNECOLOGIST & OBSTETRICIAN,14,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3407,Dr. Najiya Sultana Daisy,"['MBBS', 'BCS', 'FCPS']",SURGEON,14,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3408,Dr. Shamol Sorker,"['MBBS', 'FCPS', 'FCPS']",PEDIATRIC NEUROLOGIST,15,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3409,Assoc. Prof. Dr. Ruma Parvin,"['MBBS', 'DCH', 'FCPS']",PEDIATRICIAN & NEONATOLOGIST,20,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3410,Dr. Md. Soriful Islam,"['MBBS', 'D-ORTH']",ORTHOPEDIST,16,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3411,Prof. Dr. Md. Abdul Kader,"['MBBS', 'MS']",ORTHOPEDIST,26,Global Specialized Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
3412,Dr. Lizwana Chowdhury Liya,"['MBBS', 'BCS', 'MS']",GYNECOLOGISTS,13,Healthcare Diagnostic Center Ltd,Dhaka,,,,,,,,,,,,,,,,,,,,,
3413,Dr. Monzur A Khoda,"['MBBS', 'MRCP', ' UK)', 'EULER ECRD IN RHEUMATOLOGY']",RHEUMATOLOGIST,16,Healthcare Diagnostic Center Ltd,Dhaka,,,,,,,,,,,,,,,,,,,,,
3414,Dr. Hasna Hossain Akhi,"['MBBS', 'BCS', 'MS']",GYNECOLOGIST & OBSTETRICIAN,22,Healthcare Diagnostic Center Ltd,Dhaka,,,,,,,,,,,,,,,,,,,,,
3414,Dr. Hasna Hossain Akhi,"['MBBS', 'BCS', 'MS']",SURGEON,22,Healthcare Diagnostic Center Ltd,Dhaka,,,,,,,,,,,,,,,,,,,,,
3415,Dr. Susmita Pal,"['MBBS', 'BCS', 'MD']",DIABETES SPECIALIST,14,Healthcare Diagnostic Center Ltd,Dhaka,,,,,,,,,,,,,,,,,,,,,
3415,Dr. Susmita Pal,"['MBBS', 'BCS', 'MD']",ENDOCRINOLOGIST,14,Healthcare Diagnostic Center Ltd,Dhaka,,,,,,,,,,,,,,,,,,,,,
3416,Dr. Rowshan Jahan Akhter,"['MBBS', 'DCH', 'MD']",PEDIATRICIAN & NEONATOLOGIST,15,Healthcare Diagnostic Center Ltd,Dhaka,,,,,,,,,,,,,,,,,,,,,
3417,Dr. Md. Abdul Momin,"['MBBS', 'FCPS']",DIABETES SPECIALIST,17,Healthcare Diagnostic Center Ltd,Dhaka,,,,,,,,,,,,,,,,,,,,,
3417,Dr. Md. Abdul Momin,"['MBBS', 'FCPS']",MEDICINE SPECIALIST,17,Healthcare Diagnostic Center Ltd,Dhaka,,,,,,,,,,,,,,,,,,,,,
3418,Asst. Prof. Dr. Somaya Sidratul Montaha,"['MBBS', 'MCPS', 'DGO']",GYNECOLOGIST & OBSTETRICIAN,25,Healthcare Diagnostic Center Ltd,Dhaka,,,,,,,,,,,,,,,,,,,,,
3419,Prof. Dr. Md. Mizanur Rahman,"['MBBS', 'MD']",PEDIATRICIAN,17,Healthcare Diagnostic Center Ltd,Dhaka,,,,,,,,,,,,,,,,,,,,,
3420,Dr. Md. Khalid Mahmud,"['MBBS', 'MS']",OTOLARYNGOLOGISTS (ENT),25,Healthcare Diagnostic Center Ltd,Dhaka,,,,,,,,,,,,,,,,,,,,,
3421,Dr. Md. Merazul Islam Sheikh,"['MBBS', 'FCPS', 'FCPS']",NEUROMEDICINE SPECIALIST,17,Healthcare Diagnostic Center Ltd,Dhaka,,,,,,,,,,,,,,,,,,,,,
3422,Dr. Pijous Biswas,"['MBBS', 'D-CARD', 'MD']",CARDIOLOGIST,25,Healthcare Diagnostic Center Ltd,Dhaka,,,,,,,,,,,,,,,,,,,,,
3423,Dr. Nusrat Jahan,"['BSC(HONS)', 'MS']",NUTRITIONIST,12,Salauddin Specialized Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3424,Assoc. Prof. Dr. Mirza Kamrul Zahid,"['MBBS', 'MS']",PEDIATRIC SURGEON,23,Salauddin Specialized Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3425,Assoc. Prof. Dr. Shodesh Rokhit,['MBBS'],PEDIATRICIAN,21,Salauddin Specialized Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3426,Dr. Md. Al Mamun Hossain,['MBBS'],PEDIATRICIAN,16,Salauddin Specialized Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3427,Assoc. Prof. Dr. Sunirmol Roy,"['MBBS', 'MD', 'MD']",PEDIATRICIAN & NEONATOLOGIST,22,Salauddin Specialized Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3428,Dr. Md. Shafiuddin,"['MBBS', 'D.T.M & H (BANKOK)', 'DCH']",PEDIATRICIAN & NEONATOLOGIST,20,Salauddin Specialized Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3429,Asst. Prof. Dr. G M Hafizur Rahman Hafiz,"['MBBS', 'BCS', 'MD']",NEPHROLOGIST,22,Salauddin Specialized Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3430,Asst. Prof. Dr. Md. Monir Hossain,"['MBBS', 'DCH', 'MD', 'MD']",PEDIATRICIAN & NEONATOLOGIST,22,Salauddin Specialized Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3431,Asst. Prof. Dr. Farid Ahmed Titu,"['MBBS', 'MD']",GASTROENTEROLOGIST,15,Salauddin Specialized Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3432,Asst. Prof. Dr. Biplob Paul,"['MBBS', 'BCS', 'MD']",NEUROMEDICINE SPECIALIST,18,Salauddin Specialized Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3433,Asst. Prof. Dr. Anower Israil,"['MBBS', 'BCS', 'MD']",NEUROMEDICINE SPECIALIST,17,Salauddin Specialized Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3434,Dr. Chaion Singh,"['MBBS', 'FCPS', 'MD']",CARDIOLOGIST,15,Salauddin Specialized Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3434,Dr. Chaion Singh,"['MBBS', 'FCPS', 'MD']",MEDICINE SPECIALIST,15,Salauddin Specialized Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3435,Asso. Prof. Dr. Md. Abu Salim,"['MBBS', 'D -CARD', 'MD']",CARDIOLOGIST,24,Salauddin Specialized Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3436,Prof. Dr. Md. Zahrul Huq,"['MBBS', 'MD', 'FCCP']",CARDIOLOGIST,25,Salauddin Specialized Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3437,Asst. Prof. Dr. Kazi Shamim Ahmed,"['MBBS', 'FCPS']",MEDICINE SPECIALIST,17,Salauddin Specialized Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3437,Asst. Prof. Dr. Kazi Shamim Ahmed,"['MBBS', 'FCPS']",DIABETES SPECIALIST,17,Salauddin Specialized Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3438,Prof. Brig. Gen. Dr. Md. Abdul Alim,"['MBBS', 'FCPS', 'FACP', 'FRCP']",MEDICINE SPECIALIST,30,Salauddin Specialized Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3439,Dr. Md. Shakhawat Hossain Shakil,"['MBBS', 'MS']",CARDIAC SURGEON,18,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3440,Dr. Golam Haider Rasul,"['MBBS', 'FCPS']",CARDIAC SURGEON,20,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3441,Asst. Prof. Dr. Z. U. Humayra,"['MBBS', 'FCPS']",PLASTIC SURGEON,16,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3442,Prof. Dr. Shah Alam Talukder,"['MBBS', 'MS']",PEDIATRIC SURGEON,16,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3443,Dr. Md. Shah Jalalur Rahman Shahi,"['MBBS', 'MCPS', 'FCPS']",ONCOLOGIST,26,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3444,Dr. Mohammad Abdus Salam,"['MBBS', 'MS']",UROLOGIST,30,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3445,Asst. Prof. Dr. Nazim Uddin Md. Arif,"['MBBS', 'MS']",UROLOGIST,20,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3446,Asst. Prof. Dr. Md. Sumon Rana,"['MBBS', 'BCS', 'MS']",NEUROSURGEON,18,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3447,Dr. Mohammad Rabiul Haque,"['MBBS', 'BCS', 'MS']",NEUROSURGEON,12,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3448,Dr. Shahriar Islam Khan,"['MBBS', 'MS']",NEUROSURGEON,18,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3449,Dr. Md. Shahnawas Biswas,"['MBBS', 'MS', 'BCS']",NEUROSURGEON,16,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3450,Asst. Prof. Dr. Md. Humayun Rashid,"['MBBS', 'MS']",NEUROSURGEON,15,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3451,Assoc. Prof. Dr. A T M Hasibul Hasan Parag,"['MBBS', 'MCPS', 'MD']",NEUROLOGIST,16,Ibn Sina Diagnostic & Consultation Centre | Uttara,Dhaka,,,,,,,,,,,,,,,,,,,,,
3452,Prof. Dr. Md. Moniruzzaman Bhuiyan,"['MBBS', 'MD']",NEUROLOGIST,17,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3453,Dr. Nazimul Islam,"['MBBS', 'CCD', 'MPH']",DIABETOLOGIST,22,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3454,Dr. Shohrab Hossain Sagor,"['MBBS', 'DCH']",PEDIATRICIAN & NEONATOLOGIST,19,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3455,Dr. Moushumi Malakar,"['MBBS', 'MCPS']",OTOLARYNGOLOGISTS (ENT),22,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3456,Dr. Tawfique Aziz,"['MBBS', 'MRCP', 'MS']",GASTROENTEROLOGIST,20,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3456,Dr. Tawfique Aziz,"['MBBS', 'MRCP', 'MS']",MEDICINE SPECIALIST,20,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3457,Dr. Abdus Salam Osmani,"['MBBS', 'BCS', 'CCD', 'MD']",MEDICINE SPECIALIST,20,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3457,Dr. Abdus Salam Osmani,"['MBBS', 'BCS', 'CCD', 'MD']",NEPHROLOGIST,20,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3457,Dr. Abdus Salam Osmani,"['MBBS', 'BCS', 'CCD', 'MD']",DIABETES SPECIALIST,20,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3458,Dr. Mahmud Khan,"['MBBS', 'D-ORTHO']",ORTHOPEDIST,17,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3459,Dr. Ashim Chandra Ghosh,"['MBBS', 'BCS', 'D-ORTHO']",ORTHOPEDIST,17,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3460,Prof. Dr. D. M Mohiduzzaman Tony,"['MBBS', 'FCPS', 'MS', 'CCD']",GENERAL SURGEON,26,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3460,Prof. Dr. D. M Mohiduzzaman Tony,"['MBBS', 'FCPS', 'MS', 'CCD']",COLORECTAL & LAPAROSCOPIC SURGEON,26,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3461,Asso. Prof. Dr. Md.Ashraful Alam,"['MBBS', 'MPH', 'MCPS', 'FCPS', ' BSMMU', ' BIRDEM)']",GENERAL SURGEON,17,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3461,Asso. Prof. Dr. Md.Ashraful Alam,"['MBBS', 'MPH', 'MCPS', 'FCPS', ' BSMMU', ' BIRDEM)']",LAPAROSCOPIC SURGEON,17,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3462,Dr. Muhammad Mohiuddin,"['MBBS', 'BCS', 'MACP']",INTERVENTIONAL CARDIOLOGIST,23,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3463,Dr. N.A Khan Imran,"['MBBS', 'FCGP', 'FRSH (UK)', 'CCD']",MEDICINE SPECIALIST,18,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3463,Dr. N.A Khan Imran,"['MBBS', 'FCGP', 'FRSH (UK)', 'CCD']",DIABETES SPECIALIST,18,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3464,Dr. Minhaj Arefin,"['MBBS', 'BCS', 'CCD', 'FCPS', 'MD']",DIABETES SPECIALIST,16,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3464,Dr. Minhaj Arefin,"['MBBS', 'BCS', 'CCD', 'FCPS', 'MD']",MEDICINE SPECIALIST,16,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3464,Dr. Minhaj Arefin,"['MBBS', 'BCS', 'CCD', 'FCPS', 'MD']",CARDIOLOGIST,16,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3465,Dr. Nahid Hassan,"['MBBS', 'BCS', 'MCPS', 'MACP']",MEDICINE SPECIALIST,13,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3465,Dr. Nahid Hassan,"['MBBS', 'BCS', 'MCPS', 'MACP']",DIABETES SPECIALIST,13,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3466,Dr. Momena Khatun Rosy,"['MBBS', 'CCD', 'MS']",GYNECOLOGIST & OBSTETRICIAN,15,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3466,Dr. Momena Khatun Rosy,"['MBBS', 'CCD', 'MS']",INFERTILITY SPECIALIST,15,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3467,Assoc. Prof. Dr. Shilpi Shaha,"['MBBS', 'FCPS']",GYNECOLOGIST & OBSTETRICIAN,20,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3468,Asst. Prof. Dr. Aklima Akhter,"['MBBS', 'BCS', 'MPH', 'FCPS']",GYNECOLOGIST & OBSTETRICIAN,18,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3469,Dr. Rubina Akhtar,"['MBBS', 'BCS', 'FCPS', 'MS']",GYNECOLOGISTS,17,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3469,Dr. Rubina Akhtar,"['MBBS', 'BCS', 'FCPS', 'MS']",INFERTILITY SPECIALIST,17,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3470,Assoc. Prof. Dr. Rima Afroz Alia,"['MBBS', 'FCPS']",PEDIATRICIAN & NEONATOLOGIST,25,Hi-Care General Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
3471,Dr. Md. Rashedul Alam,"['MBBS', 'BCS', 'MS', 'FCPS', 'FACS (AMERICA)']",UROLOGIST,16,Padma Diagnostic Centre Ltd,Dhaka,,,,,,,,,,,,,,,,,,,,,
3472,Asst. Prof. Dr. Md. Safiul Alam Babul,"['MBBS', 'BCS', 'MS', 'URC (SINGAPORE)']",UROLOGIST,17,Padma Diagnostic Centre Ltd,Dhaka,,,,,,,,,,,,,,,,,,,,,
3473,Assoc. Prof. Dr. Mohammad Shamsul Ahsan Maksud,"['MBBS', 'MPH', 'FCPS', 'ECPS', 'FECSM', 'ICAP-I']",PSYCHIATRIST,15,Padma Diagnostic Centre Ltd,Dhaka,,,,,,,,,,,,,,,,,,,,,
3474,Dr. Taslima Sultana,"['MBBS', 'BCS', 'FCPS', 'MD']",PEDIATRICIAN & NEONATOLOGIST,10,Padma Diagnostic Centre Ltd,Dhaka,,,,,,,,,,,,,,,,,,,,,
3475,Asst. Prof. Dr. Rubaiyat Alam Ruba,"['MBBS', 'MD']",PEDIATRICIAN,16,Padma Diagnostic Centre Ltd,Dhaka,,,,,,,,,,,,,,,,,,,,,
3476,Assoc. Prof. Dr. Md. Mosharaf Hossain,"['MBBS', 'DCH']",PEDIATRICIAN,23,Padma Diagnostic Centre Ltd,Dhaka,,,,,,,,,,,,,,,,,,,,,
3477,Assoc. Prof. Dr. Md. Atiar Rahman,"['MBBS', 'FCPS', 'MD']",PEDIATRICIAN,16,Padma Diagnostic Centre Ltd,Dhaka,,,,,,,,,,,,,,,,,,,,,
3478,Dr. Md. Ishtiaque Ahmed Chayon,"['MBBS', 'BCS', 'MS']",ORTHOPEDIC SURGEON,16,Padma Diagnostic Centre Ltd,Dhaka,,,,,,,,,,,,,,,,,,,,,
3479,Dr. Md. Abdul Alim Khan,"['MBBS', 'BCS', 'D-ORTHO']",ORTHOPEDIC SURGEON,23,Padma Diagnostic Centre Ltd,Dhaka,,,,,,,,,,,,,,,,,,,,,
3480,Dr. K. M. Rafiqul Islam Shetu,"['MBBS', 'MRCS (ENGLAND)', 'FCPS', 'MS', 'PHD']",ORTHOPEDIC SURGEON,16,Padma Diagnostic Centre Ltd,Dhaka,,,,,,,,,,,,,,,,,,,,,
3481,Prof. Dr. A. A. Mohiuddin,"['MBBS', 'FCPS']",OPHTHALMOLOGIST,25,Padma Diagnostic Centre Ltd,Dhaka,,,,,,,,,,,,,,,,,,,,,
3482,Dr. Md. Shaiful Hassan Shameem,"['MBBS', 'BCS', 'MD']",ONCOLOGIST,17,Padma Diagnostic Centre Ltd,Dhaka,,,,,,,,,,,,,,,,,,,,,
3483,Prof. Dr. Haradhon Deb Nath,"['MBBS', 'MS']",NEUROSURGEON,26,Padma Diagnostic Centre Ltd,Dhaka,,,,,,,,,,,,,,,,,,,,,
