Doctor ID,Doctor Name,Education,Speciality,Experience,Adress,Location,,,,,,,,,,,,,,,,,,,,,
114,Asst. Prof. Dr. M. A. Wahed,"['MBBS', 'BCS', 'DLO']",OTOLARYNGOLOGISTS (ENT),23,Popular Diagnostic Centre Ltd. | Bogura,Bogra,,,,,,,,,,,,,,,,,,,,,
115,Prof. Dr. Col. Md. Kamal Hossain,"['MBBS', 'DLO', 'MCPS', 'FCPS']",OTOLARYNGOLOGISTS (ENT),30,Popular Diagnostic Centre Ltd. | Bogura,Bogra,,,,,,,,,,,,,,,,,,,,,
116,Asst. Prof. Dr. Syed Sanaul Islam,"['MBBS', 'BCS', 'FCPS']",OTOLARYNGOLOGISTS (ENT),24,Popular Diagnostic Centre Ltd. | Bogura,Bogra,,,,,,,,,,,,,,,,,,,,,
117,Prof. Dr. Md. Abdul Gaffar Faruk,"['MBBS', 'DLO']",OTOLARYNGOLOGISTS (ENT),32,Popular Diagnostic Centre Ltd. | Bogura,Bogra,,,,,,,,,,,,,,,,,,,,,
118,Asst. Prof. Dr. Hasan Ali,"['MBBS', 'BCS', 'MS']",OTOLARYNGOLOGISTS (ENT),23,Popular Diagnostic Centre Ltd. | Bogura,Bogra,,,,,,,,,,,,,,,,,,,,,
119,Dr. Md. Noor-e-Azam,"['MBBS', 'BCS', 'MD', 'MCPS', 'MRCP']",GASTROENTEROLOGIST,20,Popular Diagnostic Centre Ltd. | Bogura,Bogra,,,,,,,,,,,,,,,,,,,,,
120,Asst. Prof. Dr. Md. Naymul Hasan,"['MBBS', 'MD', 'CCD', 'MACG (USA)']",GASTROENTEROLOGIST,23,Popular Diagnostic Centre Ltd. | Bogura,Bogra,,,,,,,,,,,,,,,,,,,,,
121,Prof. Dr. Md. Makhsudul Alam,"['MBBS', 'MD']",GASTROENTEROLOGIST,30,Popular Diagnostic Centre Ltd. | Bogura,Bogra,,,,,,,,,,,,,,,,,,,,,
122,Prof. Dr. Chowdhury Mohammad Ali,"['MBBS', 'DDV']",DERMATOLOGIST,28,Medinova Medical Services Ltd. | Malibagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
123,Asst. Prof. Dr. Muhammad Mahmud Alam,"['MBBS', 'BCS', 'MS', 'FACS (USA)']",UROLOGIST,21,Medinova Medical Services Ltd. | Malibagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
124,Prof. Dr. Nahid Mahjabin Morshed,"['MBBS', 'MS', 'MPH']",PSYCHIATRIST,27,Medinova Medical Services Ltd. | Malibagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
125,Prof. Dr. Md. Doulotuzzaman,"['MBBS', 'MCPS', 'DLO', 'PHD']",OTOLARYNGOLOGISTS (ENT),27,Medinova Medical Services Ltd. | Malibagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
126,Asst. Prof. Dr. Zakia Sultana,"['MBBS', 'BCS', 'FCPS']",GYNECOLOGIST & OBSTETRICIAN,20,Medinova Medical Services Ltd. | Malibagh,Dhaka,,,,,,,,,,,,,,,,,,,,,
127,Dr. Tania Ferdousi,"['MBBS', 'BCS', 'MCPS', 'MD']",PEDIATRICIAN & NEONATOLOGIST,19,Popular Diagnostic Centre Ltd. | Bogura,Bogra,,,,,,,,,,,,,,,,,,,,,
128,Dr. Md. Khalilur Rahman,"['MBBS', 'MD']",PEDIATRICIAN & NEONATOLOGIST,26,Popular Diagnostic Centre Ltd. | Bogura,Bogra,,,,,,,,,,,,,,,,,,,,,
129,Asst. Prof. Dr. Monzira Rahman Dita,"['MBBS', 'MD']",PEDIATRICIAN & NEONATOLOGIST,23,Popular Diagnostic Centre Ltd. | Bogura,Bogra,,,,,,,,,,,,,,,,,,,,,
130,Dr. Sharmin Afrozi Shilpy,"['MBBS', 'DCH', 'FCPS', 'PGPN']",PEDIATRICIAN,25,Popular Diagnostic Centre Ltd. | Bogura,Bogra,,,,,,,,,,,,,,,,,,,,,
131,Dr. Marzina Begum Sheuli,"['MBBS', 'DGO', 'FCPS']",GYNECOLOGIST & OBSTETRICIAN,21,Popular Diagnostic Centre Ltd. | Bogura,Bogra,,,,,,,,,,,,,,,,,,,,,
132,Dr. Umme Kulsum Sumi,"['MBBS', 'FCPS', 'BCS']",GYNECOLOGIST & OBSTETRICIAN,19,Popular Diagnostic Centre Ltd. | Bogura,Bogra,,,,,,,,,,,,,,,,,,,,,
133,Dr. Salma Sultana,"['MBBS', 'FCPS']",GYNECOLOGIST & OBSTETRICIAN,22,Popular Diagnostic Centre Ltd. | Bogura,Bogra,,,,,,,,,,,,,,,,,,,,,
134,Dr. Firoza Banu Shirin,"['MBBS', 'BCS', 'FCPS']",GYNECOLOGIST & OBSTETRICIAN,20,Popular Diagnostic Centre Ltd. | Bogura,Bogra,,,,,,,,,,,,,,,,,,,,,
135,Dr. Moni Shankar,"['MBBS', 'BCS', 'D-ORTHO', 'MS']",ORTHOPEDIC SURGEON,22,Dhaka Trauma Center And Specialised Orthopedic Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
136,Dr. Ahmad Hussein Siddiqui Titu,"['MBBS', 'D-ORTHO', 'BCS', 'FCPS']",ORTHOPEDIC SURGEON,20,Dhaka Trauma Center And Specialised Orthopedic Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
137,Dr. Md. Harunur Rashid Shimul,"['MBBS', 'BCS', 'D-ORTHO']",ORTHOPEDIST,18,Dhaka Trauma Center And Specialised Orthopedic Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
138,Dr. Md. Masum Billah,"['MBBS', 'MS']",ORTHOPEDIC SURGEON,17,Dhaka Trauma Center And Specialised Orthopedic Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
139,Prof. Dr. Syed Rezaul Huq,"['MBBS', 'BCS', 'MD', 'MCPS', 'DTCD (CHEST)', 'FCCP']",PULMONOLOGIST,40,Universal Medical College Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
139,Prof. Dr. Syed Rezaul Huq,"['MBBS', 'BCS', 'MD', 'MCPS', 'DTCD (CHEST)', 'FCCP']",MEDICINE SPECIALIST,40,Universal Medical College Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
140,Asst. Prof. Dr. Nashid Nawshin,"['MBBS', 'MD']",PHYSICAL MEDICINE,24,Universal Medical College Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
141,Dr. Nazia Ahmed,"['MBBS', 'FCPS', 'FACS (USA)', 'FELLOWSHIP IN IVA (DUBAI)', 'DIPLOMA IN CLINICAL RESEARCH (CANADA)']",GYNECOLOGIST & OBSTETRICIAN,14,Universal Medical College Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
142,Prof. Dr. Nadira Sultana,"['MBBS', 'DGO', 'FCPS']",GYNECOLOGIST & OBSTETRICIAN,22,Universal Medical College Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
143,Prof. Dr. Brig. Gen. Tanvirul Islam,"['MBBS', 'FCPS', 'FELLOW COLORECTAL SURGERY (NUH', ' SINGAPORE)']",GENERAL SURGEON,22,Universal Medical College Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
144,Dr. Ismat Rafeya,"['MBBS', 'MD']",ENDOCRINOLOGIST,19,Universal Medical College Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
145,Dr. Rumana Afrose,"['BDS', 'PGT']",MAXILLOFACIAL AND DENTAL SURGEON,25,Universal Medical College Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
146,Dr. Md. Shafiul Alam,"['BDS', 'MS']",MAXILLOFACIAL AND DENTAL SURGEON,24,Universal Medical College Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
147,Dr. Sanjir Howlader,"['BDS', 'PGT']",MAXILLOFACIAL AND DENTAL SURGEON,16,Universal Medical College Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
148,Prof. Dr. Md. Shahjahan Ali,"['MBBS', 'FCPS', 'FICO (LONDON)']",OPHTHALMOLOGIST,32,Universal Medical College Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
149,Dr. Lt Col Rajib Shahriar,"['MBBS', 'FCPS', 'FCPS']",NEUROSURGEON,24,Universal Medical College Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
150,Prof. Dr. Col. Md. Amir Ali,"['MBBS', 'FCPS']",NEUROSURGEON,29,Universal Medical College Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
151,Asst. Prof. Dr. Mahbub Mayukh Rishad,"['MBBS', 'FCPS']",MEDICINE SPECIALIST,12,Universal Medical College Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
152,Asst. Prof. Dr. Shajedul Karim,"['MBBS', 'FCPS', 'MCPS']",MEDICINE SPECIALIST,24,Universal Medical College Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
153,Asst. Prof. Dr. Moutushyi Rahman,"['MBBS', 'FCPS']",GENERAL SURGEON,15,Universal Medical College Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
154,Dr. Major Md. Noornavi Khondkar,"['MBBS', 'MD']",CARDIOLOGIST,19,Universal Medical College Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
155,Assoc. Prof. Dr. Md. Rabiul Karim Khan Papon,"['MBBS', 'FCPS', 'UK', 'SINGAPORE', 'THAILAND & INDIA']",PLASTIC SURGEON,15,United Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
156,Asst. Prof. Dr. Md. Nazmul Haque,"['MBBS', 'MCPS', 'D-CARD']",CARDIOLOGIST,18,Universal Medical College Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
157,Prof. Dr. Mohd. Yusuf Haider,"['MBBS', 'DLO', 'MS']",OTOLARYNGOLOGISTS (ENT),23,Universal Medical College Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
158,Dr. Nazmul Islam,"['MBBS', 'BCS', 'MS', 'CMU']",THORACIC SURGEON,17,Universal Medical College Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
159,Dr. Lt. Col. Jesmin Akhter,"['MBBS', 'MCPS', 'FCPS']",PSYCHIATRIST,24,Universal Medical College Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
160,Dr. Md. Ayub Ali,"['MBBS', 'BCS', 'FCPS', 'DCH', 'CCD']",PEDIATRICIAN,20,Universal Medical College Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
161,Dr. Fahmida Begum,"['MBBS', 'FCPS', 'MD']",PEDIATRIC GASTROENTEROLOGIST,22,Universal Medical College Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
162,Dr. Major A H M Nasif Iqbal,"['MBBS', 'FCPS', 'MCPS']",ONCOLOGIST,19,Universal Medical College Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
163,Prof. Brig. Gen. Dr. Humayun Kabir,"['MBBS', 'FCPS', 'FCPS', 'FCPS']",NEUROLOGIST,26,Universal Medical College Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
164,Dr. Md. Mazharul Islam,"['MBBS', 'BCS']",NEUROMEDICINE SPECIALIST,16,Universal Medical College Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
165,Prof. Dr. Sultana Razia,"['MBBS', 'DGO', 'MCPS', 'FCPS']",GYNECOLOGIST & OBSTETRICIAN,32,Popular Diagnostic Centre Ltd. | Bogura,Bogra,,,,,,,,,,,,,,,,,,,,,
166,Dr. Md. Shamim Jafor Sonet,"['MBBS', 'BCS', 'MD']",INTERNAL MEDICINE SPECIALIST,17,Popular Diagnostic Centre Ltd. | Bogura,Bogra,,,,,,,,,,,,,,,,,,,,,
167,Dr. Md. Najmus Saadat,"['MBBS', 'BCS', 'FCPS', 'MACP']",MEDICINE SPECIALIST,16,Popular Diagnostic Centre Ltd. | Bogura,Bogra,,,,,,,,,,,,,,,,,,,,,
168,Dr. Md. Nafis Areefin,"['MBBS', 'BCS', 'MCPS', 'MD']",INTERNAL MEDICINE SPECIALIST,18,Popular Diagnostic Centre Ltd. | Bogura,Bogra,,,,,,,,,,,,,,,,,,,,,
169,Dr. Md. Sarowar-E-Alam,"['MBBS', 'FCPS']",MEDICINE SPECIALIST,18,Popular Diagnostic Centre Ltd. | Bogura,Bogra,,,,,,,,,,,,,,,,,,,,,
170,Assoc. Prof. Dr. Md. Mamunur Rashid,"['MBBS', 'BCS', 'FCPS', 'MRCP']",MEDICINE SPECIALIST,25,Popular Diagnostic Centre Ltd. | Bogura,Bogra,,,,,,,,,,,,,,,,,,,,,
171,Dr. A.S.M.Shahabur Alom Sumon,"['MBBS', 'FCPS']",MEDICINE SPECIALIST,19,Popular Diagnostic Centre Ltd. | Bogura,Bogra,,,,,,,,,,,,,,,,,,,,,
172,Asst. Prof. Dr. Md. Shahidul Islam Shahin,"['MBBS', 'MD', 'FCPS']",MEDICINE SPECIALIST,22,Popular Diagnostic Centre Ltd. | Bogura,Bogra,,,,,,,,,,,,,,,,,,,,,
173,Dr. Syed Mahbub Hossain Rajib,"['MBBS', 'BCS', 'FCPS', 'CCD']",MEDICINE SPECIALIST,18,Popular Diagnostic Centre Ltd. | Bogura,Bogra,,,,,,,,,,,,,,,,,,,,,
174,Dr. Ripa Kundu,"['MBBS', 'FCPS', 'MACP']",MEDICINE SPECIALIST,18,Popular Diagnostic Centre Ltd. | Bogura,Bogra,,,,,,,,,,,,,,,,,,,,,
175,Dr. Md. Faruk Hossen,"['MBBS', 'BCS', 'MCPS', 'FCPS']",MEDICINE SPECIALIST,19,Popular Diagnostic Centre Ltd. | Bogura,Bogra,,,,,,,,,,,,,,,,,,,,,
176,Dr. Ajmirul Hoque Sarkar,"['MBBS', 'BCS', 'FCPS']",MEDICINE SPECIALIST,18,Popular Diagnostic Centre Ltd. | Bogura,Bogra,,,,,,,,,,,,,,,,,,,,,
177,Assoc. Prof. Dr. Md. Aminul Hasan,"['MBBS', 'BCS', 'MD']",INTERNAL MEDICINE SPECIALIST,28,Popular Diagnostic Centre Ltd. | Bogura,Bogra,,,,,,,,,,,,,,,,,,,,,
178,Assoc. Prof. Dr. Abu Bakar Siddique,"['MBBS', 'FCPS']",MEDICINE SPECIALIST,26,Popular Diagnostic Centre Ltd. | Bogura,Bogra,,,,,,,,,,,,,,,,,,,,,
179,Assoc. Prof. Dr. Md. Moniruzzaman Asraf Bipul,"['MBBS', 'BCS', 'FCPS']",MEDICINE SPECIALIST,25,Popular Diagnostic Centre Ltd. | Bogura,Bogra,,,,,,,,,,,,,,,,,,,,,
180,Assoc. Prof. Dr. Md. Kamal Hossain,"['MBBS', 'FCPS']",MEDICINE SPECIALIST,27,Popular Diagnostic Centre Ltd. | Bogura,Bogra,,,,,,,,,,,,,,,,,,,,,
181,Prof. Dr. Md. Abdus Salam,"['MBBS', 'BCS', 'MD']",MEDICINE SPECIALIST,33,Popular Diagnostic Centre Ltd. | Bogura,Bogra,,,,,,,,,,,,,,,,,,,,,
182,Prof. Dr. Md. Halimur Rashid,"['MBBS', 'FCPS']",MEDICINE SPECIALIST,28,Popular Diagnostic Centre Ltd. | Bogura,Bogra,,,,,,,,,,,,,,,,,,,,,
183,Prof. Dr. Md. Rafiqul Islam,"['MBBS', 'FCPS']",MEDICINE SPECIALIST,32,Popular Diagnostic Centre Ltd. | Bogura,Bogra,,,,,,,,,,,,,,,,,,,,,
184,Prof. Dr. Md. Zakir Hossain,"['MBBS', 'FCPS', 'MD', 'FACP', 'FRCP']",MEDICINE SPECIALIST,30,Popular Diagnostic Centre Ltd. | Bogura,Bogra,,,,,,,,,,,,,,,,,,,,,
185,Dr. S.M. Arafat Amin,"['MBBS', 'BCS', 'MD']",NEUROLOGIST,17,Parkview Hospital Ltd. | Chittagong,Chittagong,,,,,,,,,,,,,,,,,,,,,
186,Dr. Md. Shawkat Emran,"['MBBS', 'BCS', 'MD']",NEUROLOGIST,18,Parkview Hospital Ltd. | Chittagong,Chittagong,,,,,,,,,,,,,,,,,,,,,
187,Asst. Prof. Dr. Manjurul Kader Chowdhury,"['MBBS', 'BCS', 'MD']",NEUROLOGIST,24,Parkview Hospital Ltd. | Chittagong,Chittagong,,,,,,,,,,,,,,,,,,,,,
188,Asst. Prof. Dr. Zaman Ahmmed,"['MBBS', 'BCS', 'MD']",NEUROLOGIST,23,Parkview Hospital Ltd. | Chittagong,Chittagong,,,,,,,,,,,,,,,,,,,,,
189,Assoc. Prof. Dr. Muhammad Tayeb,"['MBBS', 'BCS', 'MD']",NEUROLOGIST,26,Parkview Hospital Ltd. | Chittagong,Chittagong,,,,,,,,,,,,,,,,,,,,,
190,Assoc. Prof. Dr. Rezaul Karim Mansur,"['MBBS', 'FCPS', 'MD']",NEUROMEDICINE SPECIALIST,27,Parkview Hospital Ltd. | Chittagong,Chittagong,,,,,,,,,,,,,,,,,,,,,
191,Assoc. Prof. Dr. Mohammad Mohitul Islam,"['MBBS', 'MD']",NEUROMEDICINE SPECIALIST,23,Parkview Hospital Ltd. | Chittagong,Chittagong,,,,,,,,,,,,,,,,,,,,,
192,Dr. Rama Sree Dhar,"['MBBS', 'BCS', 'FCPS', 'MACP']",MEDICINE SPECIALIST,18,Parkview Hospital Ltd. | Chittagong,Chittagong,,,,,,,,,,,,,,,,,,,,,
193,Dr. Mohammad Shah Solaiman,"['MBBS', 'BCS', 'MCPS', 'MACP', 'MD']",INTERNAL MEDICINE,23,Parkview Hospital Ltd. | Chittagong,Chittagong,,,,,,,,,,,,,,,,,,,,,
194,Dr. Mohammad Moharam Ali,"['MBBS', 'BCS', 'FCPS', 'MACP', 'FCCS (CCM-USA)']",MEDICINE SPECIALIST,21,Parkview Hospital Ltd. | Chittagong,Chittagong,,,,,,,,,,,,,,,,,,,,,
195,Dr. Naznin Fatema Eli,"['MBBS', 'FCPS']",MEDICINE SPECIALIST,26,Parkview Hospital Ltd. | Chittagong,Chittagong,,,,,,,,,,,,,,,,,,,,,
196,Asst. Prof. Dr. Minhazul Haq,"['MBBS', 'BCS', 'FCPS']",MEDICINE SPECIALIST,24,Parkview Hospital Ltd. | Chittagong,Chittagong,,,,,,,,,,,,,,,,,,,,,
197,Dr. Karimun Nahar,"['MBBS', 'BCS', 'MD']",INTERNAL MEDICINE SPECIALIST,24,Parkview Hospital Ltd. | Chittagong,Chittagong,,,,,,,,,,,,,,,,,,,,,
198,Asst. Prof. Dr. Umme Tahera,"['MBBS', 'FCPS']",MEDICINE SPECIALIST,19,Parkview Hospital Ltd. | Chittagong,Chittagong,,,,,,,,,,,,,,,,,,,,,
199,Dr. Istiak Ahmad,"['MBBS', 'BCS', 'MCPS', 'FCPS', 'MACP']",MEDICINE SPECIALIST,18,Parkview Hospital Ltd. | Chittagong,Chittagong,,,,,,,,,,,,,,,,,,,,,
200,Dr. Mohammad Farhad,"['MBBS', 'MRCP']",MEDICINE SPECIALIST,17,Parkview Hospital Ltd. | Chittagong,Chittagong,,,,,,,,,,,,,,,,,,,,,
201,Dr. Saifuddin Mahmud,"['MBBS', 'BCS', 'FCPS']",MEDICINE SPECIALIST,25,Parkview Hospital Ltd. | Chittagong,Chittagong,,,,,,,,,,,,,,,,,,,,,
202,Asst. Prof. Dr. M. Rezaul Karim,"['MBBS', 'BCS', 'MD']",MEDICINE SPECIALIST,21,Parkview Hospital Ltd. | Chittagong,Chittagong,,,,,,,,,,,,,,,,,,,,,
203,Assoc. Prof. Dr. A. S. M. Zahed,"['MBBS', 'FCPS']",MEDICINE SPECIALIST,17,Parkview Hospital Ltd. | Chittagong,Chittagong,,,,,,,,,,,,,,,,,,,,,
204,Dr. Tutul Chakma,"['MBBS', 'MS']",UROLOGIST,19,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
205,Prof. Dr. Md Saifuddin Ahmed Siddique Suza,"['MBBS', 'MS']",UROLOGIST,28,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
206,Dr. Md. Nazmul Hasnine Nawshad,"['MBBS', 'BCS', 'MD']",RESPIRATORY SPECIALIST,19,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
207,Dr. M.A. Mazed,"['MBBS', 'FCPS']",PHYSICAL MEDICINE,28,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
208,Dr. Mohammed Jahangir Kabir,"['MBBS', 'DCH', 'FCPS']",PEDIATRICIAN,25,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
209,Dr. Pranab Kanti Mallick,"['MBBS', 'FCPS', 'FRCP']",PEDIATRICIAN,26,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
210,Prof. Dr. Didarul Alam,"['MBBS', 'DCH', 'MD', 'FCPS']",PEDIATRICIAN,29,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
211,Dr. Dipika Dey,"['MBBS', 'DCH', 'FCPS']",PEDIATRICIAN,18,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
212,Dr. Shirin Fatema,"['MBBS', 'MCPS', 'DGO', 'FCPS']",GYNECOLOGIST & OBSTETRICIAN,28,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
213,Dr. Brig Gen Ismat Ara,"['MBBS', 'DGO', 'MCPS', 'FCPS']",GYNECOLOGIST & OBSTETRICIAN,29,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
214,Dr. Shanjida Kabir,"['MBBS', 'MCPS', 'FCPS']",GYNECOLOGIST & OBSTETRICIAN,16,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
215,Dr. Farzana Haseen Mukti,"['MBBS', 'DGO', 'FCPS', 'MCPS']",GYNECOLOGIST & OBSTETRICIAN,23,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
216,Dr. Naimul Alam,"['MBBS', 'MS']",ORTHOPEDIC SURGEON,21,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
217,Dr. Khaled Bin Islam,"['MBBS', 'MS']",ORTHOPEDIC SURGEON,24,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
218,Dr. Rahul Bhan,"['MBBS', 'MS']",ORTHOPEDIC SURGEON,28,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
219,Dr. Aminur Rahman Azad,"['MBBS', 'MS']",NEUROSURGEON,29,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
220,Dr. Md. Anisul Islam Khan,"['MBBS', 'MS']",NEUROSURGEON,28,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
221,Dr. Mohammad Najim Uddin,"['MBBS', 'MCPS', 'MD', 'MRCP']",NEUROLOGIST,23,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
222,Dr. Tipu Kumar Das,"['MBBS', 'MD']",NEPHROLOGIST,19,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
223,Asst. Prof. Dr. M.S. Haider Rushni,"['MBBS', 'MD']",NEPHROLOGIST,19,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
224,Dr. Md. Faizur Rahman,"['MBBS', 'MCPS', 'MD']",NEPHROLOGIST,24,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
225,Prof. Dr. A. A. Mohammed Ryhan Uddin,"['MBBS', 'FCPS', 'MCPS']",INTERNAL MEDICINE SPECIALIST,30,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
226,Dr. Razaul Karim,"['MBBS', 'FCPS']",INTERNAL MEDICINE SPECIALIST,23,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
227,Dr. Masba Uddin Chawdhury,"['MBBS', 'MD']",HEMATOLOGIST,16,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
228,Dr. Quazi Smita Haq,"['MBBS', 'MD']",HEMATOLOGIST,24,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
229,Dr. Abu Jafar Mohammed Saleh,"['MBBS', 'FCPS']",HEMATOLOGIST,29,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
230,Prof. Dr. Md. Saiful Hoque,"['MBBS', 'FCPS', 'FMAS (INDIA)', 'FRCS', ' UK)']",GENERAL SURGEON,32,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
230,Prof. Dr. Md. Saiful Hoque,"['MBBS', 'FCPS', 'FMAS (INDIA)', 'FRCS', ' UK)']",LAPAROSCOPIC SURGEON,32,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
231,Dr. Mohammad Khurshidul Alam,"['MBBS', 'FCPS', 'MRCS']",GENERAL SURGEON,27,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
231,Dr. Mohammad Khurshidul Alam,"['MBBS', 'FCPS', 'MRCS']",LAPAROSCOPIC SURGEON,27,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
232,Dr. Rivu Raj Chakraborty,"['MBBS', 'BCS', 'FCPS']",GENERAL SURGEON,23,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
233,Dr. Md. Surman Ali,"['MBBS', 'FCPS', 'MS']",GENERAL SURGEON,27,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
233,Dr. Md. Surman Ali,"['MBBS', 'FCPS', 'MS']",LAPAROSCOPIC SURGEON,27,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
234,Dr. S.M. Shohel Rana,"['MBBS', 'MD']",GASTROENTEROLOGIST,24,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
234,Dr. S.M. Shohel Rana,"['MBBS', 'MD']",HEPATOLOGIST,24,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
235,Dr. Sandeep Dhavan,"['MBBS', 'MD', 'DM']",GASTROENTEROLOGIST,27,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
236,Dr. Lt Col Md Iftekharul Alam,"['MBBS', 'DLO', 'MCPS', 'FCPS']",OTOLARYNGOLOGISTS (ENT),23,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
237,Dr. A.B.M. Tofazzal Hossain,"['MBBS', 'FRCS', 'MCPS', 'DLO']",OTOLARYNGOLOGISTS (ENT),23,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
238,Dr. Maleka Afroz,"['MBBS', 'FCPS']",OTOLARYNGOLOGISTS (ENT),21,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
239,Prof. Dr. Prof. Col. A T M Rezaul Karim,"['MBBS', 'MCPS', 'DDV', 'FCPS', 'FRCP', 'MACP']",DERMATOLOGIST,29,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
240,Dr. Mir Abeed Rahman,"['BDS', 'MS', 'FICD']",MAXILLOFACIAL AND DENTAL SURGEON,16,Evercare Hospital | Chattogram,Chittagong,,,,,,,,,,,,,,,,,,,,,
